ensembl_gene_id;gene_symbol
ENSRNOG00000034198;Tceal9
ENSRNOG00000061213;Mrps36
ENSRNOG00000049402;Nbl1
ENSRNOG00000000841;Ddx39b
ENSRNOG00000042556;Bmyc
ENSRNOG00000020339;Neurl1
ENSRNOG00000045811;Cldn5
ENSRNOG00000019698;Ssbp4
ENSRNOG00000014476;Evl
ENSRNOG00000055860;Arl8b
ENSRNOG00000000847;Csnk2b
ENSRNOG00000029574;Rps4x-ps9
ENSRNOG00000017510;Mfge8
ENSRNOG00000018586;Retreg2
ENSRNOG00000057996;Phactr3
ENSRNOG00000012764;Agap3
ENSRNOG00000000989;Bud31
ENSRNOG00000014035;Arhgef4
ENSRNOG00000048199;Rps19l2
ENSRNOG00000008943;Penk
ENSRNOG00000012026;Psmc2
ENSRNOG00000004245;Mgst3
ENSRNOG00000019725;Actr1a
ENSRNOG00000024349;Cbarp
ENSRNOG00000010277;Idh3a
ENSRNOG00000021206;Pla2g16
ENSRNOG00000002919;Gfap
ENSRNOG00000053258;Faim2
ENSRNOG00000017243;Bnip3
ENSRNOG00000043225;Zfp771
ENSRNOG00000025448;Limd2
ENSRNOG00000006500;Snf8
ENSRNOG00000001274;Vps29
ENSRNOG00000003177;Mat2b
ENSRNOG00000055936;Trnp1
ENSRNOG00000000541;Glo1
ENSRNOG00000015528;Pja2
ENSRNOG00000000826;Flot1
ENSRNOG00000020102;Sirt2
ENSRNOG00000059660;AABR07065531.5
ENSRNOG00000012053;S100a16
ENSRNOG00000014162;Plekhb2
ENSRNOG00000008578;Cdk16
ENSRNOG00000040273;RGD1562402
ENSRNOG00000011632;Cct5
ENSRNOG00000019692;Metrn
ENSRNOG00000009570;Pdxp
ENSRNOG00000019497;Mrpl17
ENSRNOG00000043300;Enho
ENSRNOG00000048812;Gpx1
ENSRNOG00000056207;Capza2
ENSRNOG00000047853;Ss18l2
ENSRNOG00000001211;Gatd3a
ENSRNOG00000018653;Pfdn1
ENSRNOG00000021960;AC109958.1
ENSRNOG00000017108;Syngr1
ENSRNOG00000017905;Map1lc3b
ENSRNOG00000013061;Tusc3
ENSRNOG00000006824;Hdac11
ENSRNOG00000049681;AABR07031491.2
ENSRNOG00000007356;Chmp3
ENSRNOG00000000780;Ppp1r11
ENSRNOG00000015445;Mal
ENSRNOG00000012415;Mpc1
ENSRNOG00000017568;Rit2
ENSRNOG00000018568;Rab5c
ENSRNOG00000016789;Actr1b
ENSRNOG00000011156;Clstn3
ENSRNOG00000014445;Hp1bp3
ENSRNOG00000005457;Lamp5
ENSRNOG00000005884;Emc7
ENSRNOG00000020178;Cope
ENSRNOG00000007369;Shisa4
ENSRNOG00000013039;Add1
ENSRNOG00000061684;Ndufa9
ENSRNOG00000019027;Habp4
ENSRNOG00000001368;Rph3a
ENSRNOG00000005963;Rab2a
ENSRNOG00000006818;Arl6ip5
ENSRNOG00000004616;Npm1
ENSRNOG00000020358;Ptov1
ENSRNOG00000018273;Ncl
ENSRNOG00000052004;Txnl4a
ENSRNOG00000019219;Vamp1
ENSRNOG00000015018;Pdia3
ENSRNOG00000011413;Scp2
ENSRNOG00000017441;Tpm3
ENSRNOG00000029875;Mrpl41
ENSRNOG00000054274;Cacnb3
ENSRNOG00000013493;Psma4
ENSRNOG00000005513;Srsf5
ENSRNOG00000003724;Mrpl27
ENSRNOG00000050401;Vbp1
ENSRNOG00000013514;Maf1
ENSRNOG00000016137;Rad23b
ENSRNOG00000001135;Wsb2
ENSRNOG00000019418;Lrrc4b
ENSRNOG00000056637;Abhd16a
ENSRNOG00000001884;Ranbp1
ENSRNOG00000058842;Sptbn2
ENSRNOG00000016143;Gpr162
ENSRNOG00000028103;Psmd3
ENSRNOG00000042195;Pabpn1
ENSRNOG00000025589;Jph4
ENSRNOG00000005284;Itpka
ENSRNOG00000009629;Car2
ENSRNOG00000012406;Pcbp4
ENSRNOG00000021164;Stip1
ENSRNOG00000057676;Myzap
ENSRNOG00000059827;LOC691995
ENSRNOG00000042753;Fgf13
ENSRNOG00000012906;Bcas1
ENSRNOG00000013916;Nefm
ENSRNOG00000049484;AABR07054639.1
ENSRNOG00000005428;Ctbp1
ENSRNOG00000023521;Map3k10
ENSRNOG00000005133;Mapt
ENSRNOG00000000274;Phyhipl
ENSRNOG00000019193;Stx1b
ENSRNOG00000025040;Gng10
ENSRNOG00000009552;Serinc3
ENSRNOG00000021157;Ctss
ENSRNOG00000053583;Mapk3
ENSRNOG00000001070;Cdk2ap1
ENSRNOG00000008459;Anapc13
ENSRNOG00000010727;Ube2r2
ENSRNOG00000006762;LOC100359574
ENSRNOG00000018367;Taldo1
ENSRNOG00000046345;Rpn1
ENSRNOG00000018294;Hspa5
ENSRNOG00000019934;Paip2
ENSRNOG00000016251;Dnaja2
ENSRNOG00000047374;Gnas
ENSRNOG00000062272;LOC100361933
ENSRNOG00000027839;Ptk2b
ENSRNOG00000015479;Mrps34
ENSRNOG00000010048;Dctn1
ENSRNOG00000032922;Dclk1
ENSRNOG00000003148;Timp2
ENSRNOG00000007686;Sept3
ENSRNOG00000022980;Sdhd
ENSRNOG00000012879;Fabp3
ENSRNOG00000011463;Psmb2
ENSRNOG00000007442;Ubl7
ENSRNOG00000038883;LOC294154
ENSRNOG00000009297;Chchd1
ENSRNOG00000014637;Atxn10
ENSRNOG00000053659;RGD1311703
ENSRNOG00000018994;Psmc4
ENSRNOG00000003863;Trir
ENSRNOG00000030680;Ddx5
ENSRNOG00000036934;Abhd12
ENSRNOG00000017163;Pfkp
ENSRNOG00000018851;Ppp2r2b
ENSRNOG00000006751;Psmd6
ENSRNOG00000039350;Gng13
ENSRNOG00000014330;Pcmt1
ENSRNOG00000020354;Mrpl23
ENSRNOG00000003706;Ufc1
ENSRNOG00000015182;Ppp2cb
ENSRNOG00000003661;Jpt1
ENSRNOG00000001009;Bri3
ENSRNOG00000052296;Shank3
ENSRNOG00000017227;Ppme1
ENSRNOG00000020010;Kctd13
ENSRNOG00000045535;Rtl8a
ENSRNOG00000006086;Lynx1
ENSRNOG00000011726;Grin1
ENSRNOG00000010793;Spryd3
ENSRNOG00000000433;Prrt1
ENSRNOG00000024144;Cdipt
ENSRNOG00000003853;Scoc
ENSRNOG00000019926;Ramp1
ENSRNOG00000005890;Serbp1
ENSRNOG00000045647;Hax1
ENSRNOG00000001113;Mmd2
ENSRNOG00000014097;Psmd7
ENSRNOG00000000798;Gnl1
ENSRNOG00000016288;Tcea2
ENSRNOG00000000437;Agpat1
ENSRNOG00000003815;Slc25a11
ENSRNOG00000001992;Atp6v1a
ENSRNOG00000023226;S100a10
ENSRNOG00000021079;Fxyd1
ENSRNOG00000031085;Ergic3
ENSRNOG00000029366;Prrt2
ENSRNOG00000019425;Gabarapl2
ENSRNOG00000058586;Tyro3
ENSRNOG00000006283;LOC100362400
ENSRNOG00000014654;LOC691807
ENSRNOG00000018091;Gdi2
ENSRNOG00000049351;Nat8l
ENSRNOG00000018186;Lamtor5
ENSRNOG00000009960;Puf60
ENSRNOG00000010873;Pithd1
ENSRNOG00000010248;Serpini1
ENSRNOG00000020202;Asrgl1
ENSRNOG00000032034;Supt5h
ENSRNOG00000043328;Chmp2a
ENSRNOG00000017751;Arl6ip1
ENSRNOG00000046799;Phb
ENSRNOG00000003328;Cdip1
ENSRNOG00000006345;Sec61b
ENSRNOG00000049931;LOC288913
ENSRNOG00000015396;Sptan1
ENSRNOG00000014201;Manf
ENSRNOG00000017851;Etfb
ENSRNOG00000016552;Hmgcs1
ENSRNOG00000009982;Pnp
ENSRNOG00000015866;Hint2
ENSRNOG00000019511;Mrps18a
ENSRNOG00000000231;Kctd17
ENSRNOG00000007040;Timm17a
ENSRNOG00000034075;Ube2ql1
ENSRNOG00000007364;Rab15
ENSRNOG00000023935;Nrsn2
ENSRNOG00000031453;Manbal
ENSRNOG00000013741;Ube2d3
ENSRNOG00000017445;Tubb2b
ENSRNOG00000020975;Mrpl49
ENSRNOG00000016227;Glrx3
ENSRNOG00000010408;Polr2k
ENSRNOG00000009054;Elmod1
ENSRNOG00000010550;Trappc3
ENSRNOG00000014107;Omg
ENSRNOG00000060248;Chchd6
ENSRNOG00000000805;Gja1
ENSRNOG00000019868;Psma5
ENSRNOG00000001285;Atp2a2
ENSRNOG00000001931;Fgf12
ENSRNOG00000018798;Bcan
ENSRNOG00000017309;Rsrp1
ENSRNOG00000016064;Tkt
ENSRNOG00000016255;Podxl2
ENSRNOG00000018691;Ccnl2
ENSRNOG00000053196;Slc48a1
ENSRNOG00000007227;Mien1
ENSRNOG00000015461;Serpine2
ENSRNOG00000049229;LOC100911238
ENSRNOG00000010732;Sap18
ENSRNOG00000005326;Cnrip1
ENSRNOG00000058739;Snn
ENSRNOG00000007895;Pdhb
ENSRNOG00000025388;Mrpl33
ENSRNOG00000034242;Vcp
ENSRNOG00000004612;Ppp1cb
ENSRNOG00000053452;Actg1
ENSRNOG00000028747;AABR07073039.1
ENSRNOG00000047225;Tma7
ENSRNOG00000018399;Cpne6
ENSRNOG00000011518;Dusp26
ENSRNOG00000036827;Ppp1r1a
ENSRNOG00000060211;AABR07058699.2
ENSRNOG00000060530;Cdc34
ENSRNOG00000004333;Flywch1
ENSRNOG00000003386;Rbfox3
ENSRNOG00000006593;Grpel1
ENSRNOG00000026963;Hsp90b1
ENSRNOG00000014170;Dbn1
ENSRNOG00000020676;Ppp1r14a
ENSRNOG00000013548;Selenow
ENSRNOG00000028648;Olig1
ENSRNOG00000012164;Plppr2
ENSRNOG00000010237;Map7d1
ENSRNOG00000012620;Syngr3
ENSRNOG00000016470;Ndufa10l1
ENSRNOG00000050578;Rheb
ENSRNOG00000039528;Fam32a
ENSRNOG00000026528;Mrps33
ENSRNOG00000003901;Cfap36
ENSRNOG00000049629;Reep2
ENSRNOG00000005257;Prkaca
ENSRNOG00000018075;Spcs1
ENSRNOG00000013255;Dnajc8
ENSRNOG00000016507;LOC687679
ENSRNOG00000002572;Cacybp
ENSRNOG00000050445;Gde1
ENSRNOG00000054458;Kcnmb4
ENSRNOG00000008746;Dtd1
ENSRNOG00000014230;Map1a
ENSRNOG00000013254;Dctn6
ENSRNOG00000020833;Cspg5
ENSRNOG00000008697;Ccn3
ENSRNOG00000026109;Prmt1
ENSRNOG00000011684;Auh
ENSRNOG00000060436;Vti1b
ENSRNOG00000019482;Gnao1
ENSRNOG00000042821;Cd59
ENSRNOG00000006761;Sh3gl2
ENSRNOG00000015630;Cct7
ENSRNOG00000006204;Slc30a3
ENSRNOG00000017843;Polr3k
ENSRNOG00000018122;Tspan17
ENSRNOG00000021048;AC095693.1
ENSRNOG00000001269;Ppp1cc
ENSRNOG00000012273;Dmtn
ENSRNOG00000004686;Spop
ENSRNOG00000058202;Ppp2r2c
ENSRNOG00000036814;Atp6v0a1
ENSRNOG00000021023;Mag
ENSRNOG00000025504;Ankrd46
ENSRNOG00000020093;LOC100360573
ENSRNOG00000017481;Sucla2
ENSRNOG00000021447;Prr7
ENSRNOG00000020577;Pip5k1c
ENSRNOG00000003343;Canx
ENSRNOG00000010306;H2afz
ENSRNOG00000050197;Pdia6
ENSRNOG00000031135;Smarcc2
ENSRNOG00000011841;Map2
ENSRNOG00000018255;Clptm1
ENSRNOG00000011814;Cbx3
ENSRNOG00000030862;Atp6v1h
ENSRNOG00000020317;Rab5if
ENSRNOG00000031315;LOC108348287
ENSRNOG00000019178;Taf10
ENSRNOG00000042037;Smim7
ENSRNOG00000008116;Plpp3
ENSRNOG00000020495;Eif3k
ENSRNOG00000007604;Igsf8
ENSRNOG00000021233;Itpa
ENSRNOG00000018985;Grk2
ENSRNOG00000043436;Micu1
ENSRNOG00000047476;Wasf1
ENSRNOG00000006237;Gpr37l1
ENSRNOG00000019506;Dnajb2
ENSRNOG00000004959;Actr2
ENSRNOG00000000921;Ubl3
ENSRNOG00000009663;Apex1
ENSRNOG00000046891;Hk1
ENSRNOG00000013971;Psat1
ENSRNOG00000032297;Msmo1
ENSRNOG00000005116;LOC108350502
ENSRNOG00000000340;Rtraf
ENSRNOG00000017552;Mrpl34
ENSRNOG00000049497;Eif6
ENSRNOG00000006962;Stk32c
ENSRNOG00000019940;Ssr2
ENSRNOG00000004680;Kif5c
ENSRNOG00000009884;Lgals1
ENSRNOG00000025580;LOC679539
ENSRNOG00000016016;Zmat2
ENSRNOG00000021882;Tmed9
ENSRNOG00000005129;Dtx3
ENSRNOG00000046560;AC109096.1
ENSRNOG00000017397;Upf3a
ENSRNOG00000018569;Ahcyl1
ENSRNOG00000036691;Mcrip1
ENSRNOG00000017781;Dnajc7
ENSRNOG00000002292;Hnrnpd
ENSRNOG00000055984;Adrm1
ENSRNOG00000016559;Tm2d2
ENSRNOG00000054033;Adap1
ENSRNOG00000003549;Cnpy2
ENSRNOG00000024689;Hopx
ENSRNOG00000018818;Txnl1
ENSRNOG00000018901;Rab14
ENSRNOG00000012121;Sdf2
ENSRNOG00000056257;Cacng7
ENSRNOG00000050735;Cd99
ENSRNOG00000018939;Rexo2
ENSRNOG00000023389;Ephx4
ENSRNOG00000043350;Cap2
ENSRNOG00000019491;Stard10
ENSRNOG00000021232;Ddrgk1
ENSRNOG00000017071;Babam1
ENSRNOG00000006898;Mrps16
ENSRNOG00000014025;Rasgrf1
ENSRNOG00000014743;Hagh
ENSRNOG00000010284;St3gal5
ENSRNOG00000001316;Anapc5
ENSRNOG00000002642;Ptges3
ENSRNOG00000015437;Tmem14c
ENSRNOG00000012807;C1qa
ENSRNOG00000008296;Tpgs1
ENSRNOG00000049802;AABR07031533.1
ENSRNOG00000016244;Mical2
ENSRNOG00000011383;Ndufs4
ENSRNOG00000018566;Ctsl
ENSRNOG00000062108;Tomm5
ENSRNOG00000061299;LOC103694857
ENSRNOG00000019560;Pde2a
ENSRNOG00000019047;Ola1
ENSRNOG00000001862;Ube2l3
ENSRNOG00000007769;March2
ENSRNOG00000015780;Rcn2
ENSRNOG00000019201;Naxe
ENSRNOG00000051615;LOC100360316
ENSRNOG00000005587;Suclg1
ENSRNOG00000042838;Junb
ENSRNOG00000037580;Psmd8
ENSRNOG00000001080;Arl6ip4
ENSRNOG00000019708;Ctsf
ENSRNOG00000060956;Zfp706
ENSRNOG00000011381;Acsbg1
ENSRNOG00000019090;Cct3
ENSRNOG00000012616;Ppt1
ENSRNOG00000013023;Nop53
ENSRNOG00000018487;Slc3a2
ENSRNOG00000003583;Smyd2
ENSRNOG00000021182;Sv2a
ENSRNOG00000047134;Gtf2f1
ENSRNOG00000019891;Sgta
ENSRNOG00000038228;Serp2
ENSRNOG00000014525;Hspd1
ENSRNOG00000020346;Best1
ENSRNOG00000017149;Fam131b
ENSRNOG00000054563;Selenoh
ENSRNOG00000019529;Btbd1
ENSRNOG00000018529;Csnk1g2
ENSRNOG00000021042;Psmd4
ENSRNOG00000000549;Tspyl1
ENSRNOG00000008845;Pdrg1
ENSRNOG00000028062;Arpc5
ENSRNOG00000006949;C1qbp
ENSRNOG00000014375;Adgrb2
ENSRNOG00000009236;Necap1
ENSRNOG00000008672;Chmp5
ENSRNOG00000003797;Mrps7
ENSRNOG00000006444;Fkbp4
ENSRNOG00000016412;Fxyd6
ENSRNOG00000033790;Hnrnpu
ENSRNOG00000020533;Htra1
ENSRNOG00000017866;Sirt5
ENSRNOG00000019635;Cops8
ENSRNOG00000007733;Arhgef9
ENSRNOG00000022289;Aip
ENSRNOG00000017158;Eif4g2
ENSRNOG00000006992;Rpl7
ENSRNOG00000001418;Znhit1
ENSRNOG00000001235;Gna12
ENSRNOG00000020694;Icam5
ENSRNOG00000010133;Bpgm
ENSRNOG00000052376;Bend6
ENSRNOG00000033508;Mink1
ENSRNOG00000019811;LOC100362432
ENSRNOG00000020351;Vps4a
ENSRNOG00000032885;Cycs
ENSRNOG00000015079;Ddost
ENSRNOG00000003849;Stx8
ENSRNOG00000013484;Gsta1
ENSRNOG00000016778;Cops7a
ENSRNOG00000003809;Sat1
ENSRNOG00000012999;Phb2
ENSRNOG00000032828;Mapk8ip2
ENSRNOG00000055756;Bcap31
ENSRNOG00000049054;Ntsr2
ENSRNOG00000045844;Impact
ENSRNOG00000020308;Ech1
ENSRNOG00000033517;LOC100360791
ENSRNOG00000021540;RGD1563441
ENSRNOG00000015205;Cyb5a
ENSRNOG00000008374;Nipsnap1
ENSRNOG00000046947;Ak5
ENSRNOG00000056946;Scaf1
ENSRNOG00000002544;Kifap3
ENSRNOG00000003011;Gadd45gip1
ENSRNOG00000005719;Emc4
ENSRNOG00000010350;Rcan2
ENSRNOG00000001719;Psmd2
ENSRNOG00000005046;Tspan13
ENSRNOG00000011865;Ciao2b
ENSRNOG00000008001;Rab3b
ENSRNOG00000012722;Ppdpf
ENSRNOG00000059406;Ier5
ENSRNOG00000013816;Cmas
ENSRNOG00000010204;Tmem9
ENSRNOG00000028629;Akt1
ENSRNOG00000004252;LOC108348062
ENSRNOG00000019164;Uba1
ENSRNOG00000011421;Smap2
ENSRNOG00000008465;Tmem176b
ENSRNOG00000009266;Anp32b
ENSRNOG00000001348;Erp29
ENSRNOG00000007687;Sema7a
ENSRNOG00000010895;Tmem30a
ENSRNOG00000019532;Emc10
ENSRNOG00000019352;Emc6
ENSRNOG00000022595;LOC100362965
ENSRNOG00000031789;Rangap1
ENSRNOG00000019430;Coro1a
ENSRNOG00000003611;Dynlt3
ENSRNOG00000024022;Ndfip2
ENSRNOG00000016795;Rabl6
ENSRNOG00000003049;Hsd17b10
ENSRNOG00000016603;Rtn2
ENSRNOG00000014154;Ilf2
ENSRNOG00000028436;Rprml
ENSRNOG00000032630;Mrps28
ENSRNOG00000020407;Atcay
ENSRNOG00000005157;Rbbp7
ENSRNOG00000023480;Nabp2
ENSRNOG00000016539;Mxd3
ENSRNOG00000051179;Vps25
ENSRNOG00000019326;Cfdp1
ENSRNOG00000048980;Gng2
ENSRNOG00000019207;Shank1
ENSRNOG00000023020;Fdx2
ENSRNOG00000017795;Hspbp1
ENSRNOG00000002755;Pafah1b1
ENSRNOG00000019422;Egr1
ENSRNOG00000004628;Dazap2
ENSRNOG00000008157;Syn2
ENSRNOG00000000954;Polr1d
ENSRNOG00000016013;Gprc5b
ENSRNOG00000027098;Sez6l2
ENSRNOG00000014109;Psmd13
ENSRNOG00000015215;Cript
ENSRNOG00000001880;Dgcr6
ENSRNOG00000016957;Igfbp2
ENSRNOG00000046349;AABR07067829.1
ENSRNOG00000009298;Fbxo44
ENSRNOG00000016530;Nsa2
ENSRNOG00000014399;Aamp
ENSRNOG00000015843;Itfg1
ENSRNOG00000017689;Itih3
ENSRNOG00000054374;Smim29
ENSRNOG00000016343;Dkk3
ENSRNOG00000018671;Commd4
ENSRNOG00000018441;Ggt7
ENSRNOG00000009094;Nudt4
ENSRNOG00000027722;H1fx
ENSRNOG00000020431;Matk
ENSRNOG00000001733;Ppp1r2
ENSRNOG00000032690;AABR07017046.1
ENSRNOG00000059744;Atxn7l3b
ENSRNOG00000025383;Pdha1
ENSRNOG00000003864;Gipc1
ENSRNOG00000037871;Sfxn5
ENSRNOG00000019236;AABR07049755.1
ENSRNOG00000016907;Ppp5c
ENSRNOG00000004814;Elob
ENSRNOG00000017770;Cdc123
ENSRNOG00000011951;Plk2
ENSRNOG00000011540;Vta1
ENSRNOG00000017956;Golga7
ENSRNOG00000011627;Zfr
ENSRNOG00000019575;Rell2
ENSRNOG00000012623;Arf4
ENSRNOG00000016145;Strn4
ENSRNOG00000014811;Cyhr1
ENSRNOG00000000902;Hsph1
ENSRNOG00000039876;LOC681410
ENSRNOG00000031032;Hmgn3
ENSRNOG00000011804;Stx12
ENSRNOG00000029644;Clec2l
ENSRNOG00000021051;Cyth2
ENSRNOG00000060597;Syf2
ENSRNOG00000059593;Cetn2
ENSRNOG00000017447;Eif2s2
ENSRNOG00000012206;Dennd5a
ENSRNOG00000015480;Prkcz
ENSRNOG00000019428;Higd1a
ENSRNOG00000043465;Arc
ENSRNOG00000004755;Commd9
ENSRNOG00000000111;Coprs
ENSRNOG00000003206;Actr3
ENSRNOG00000020696;Pmvk
ENSRNOG00000003773;Hmox2
ENSRNOG00000050090;Slc6a17
ENSRNOG00000020615;Nap1l4
ENSRNOG00000014051;Pgrmc2
ENSRNOG00000054371;Prkcg
ENSRNOG00000046585;AABR07054370.1
ENSRNOG00000031814;Sort1
ENSRNOG00000018610;Pde6d
ENSRNOG00000057502;AC126148.1
ENSRNOG00000000007;Gad1
ENSRNOG00000021395;LOC100363452
ENSRNOG00000011979;Mrps24
ENSRNOG00000047796;Pcbd2
ENSRNOG00000021224;Mrps26
ENSRNOG00000042740;Mrpl42
ENSRNOG00000055314;Msrb1
ENSRNOG00000014453;Anxa5
ENSRNOG00000017106;Csnk1a1
ENSRNOG00000026124;Id3
ENSRNOG00000053172;Ssr4
ENSRNOG00000046984;St6galnac6
ENSRNOG00000018107;Zfand5
ENSRNOG00000039848;Ak6
ENSRNOG00000046085;Gon7
ENSRNOG00000014981;Usp14
ENSRNOG00000021025;Ppp2r5b
ENSRNOG00000000852;Prrc2a
ENSRNOG00000017150;Med10
ENSRNOG00000023065;Zfp637
ENSRNOG00000000488;Hmga1
ENSRNOG00000006545;Sept7
ENSRNOG00000019556;Cd9
ENSRNOG00000004067;Nrcam
ENSRNOG00000012684;Bloc1s2
ENSRNOG00000014317;Arpc5l
ENSRNOG00000004283;Camta2
ENSRNOG00000007788;Glod4
ENSRNOG00000017852;Nars
ENSRNOG00000009642;Cct4
ENSRNOG00000018791;Dnlz
ENSRNOG00000000926;Mrps17
ENSRNOG00000017052;Pianp
ENSRNOG00000014798;RGD1309540
ENSRNOG00000003967;Vmp1
ENSRNOG00000002553;Smim14
ENSRNOG00000000186;Tst
ENSRNOG00000038489;Sumo3
ENSRNOG00000012362;Cacng3
ENSRNOG00000000168;Gatm
ENSRNOG00000021528;Tusc2
ENSRNOG00000000638;Zfp365
ENSRNOG00000057284;Cenpb
ENSRNOG00000009057;Sec62
ENSRNOG00000005763;Arl1
ENSRNOG00000018233;Gas6
ENSRNOG00000057501;Fam81a
ENSRNOG00000008566;Mrpl15
ENSRNOG00000020947;Egln2
ENSRNOG00000011160;AC126641.1
ENSRNOG00000005063;Atl1
ENSRNOG00000061153;Hrh3
ENSRNOG00000054603;Pacsin1
ENSRNOG00000013553;Ngrn
ENSRNOG00000003399;Hnrnph1
ENSRNOG00000006499;Cops5
ENSRNOG00000018087;Vim
ENSRNOG00000015987;Rap1gds1
ENSRNOG00000011745;Psma1
ENSRNOG00000009722;Chd3
ENSRNOG00000015303;Fbll1
ENSRNOG00000010855;Mrpl57
ENSRNOG00000019228;Pik3r2
ENSRNOG00000011498;Psip1
ENSRNOG00000052141;Rps10l1
ENSRNOG00000007456;Calb1
ENSRNOG00000009276;Schip1
ENSRNOG00000007407;Ndufa12
ENSRNOG00000013360;Prkcsh
ENSRNOG00000018105;Thtpa
ENSRNOG00000009625;Dpysl2
ENSRNOG00000005929;Them6
ENSRNOG00000000775;Mog
ENSRNOG00000000888;Sbds
ENSRNOG00000003512;Gabra1
ENSRNOG00000020005;Map2k2
ENSRNOG00000049784;Tsnax
ENSRNOG00000011559;Cnn3
ENSRNOG00000009934;Emc3
ENSRNOG00000002186;Nudt9
ENSRNOG00000049110;Dpm2
ENSRNOG00000008831;Hcn2
ENSRNOG00000021145;Gpr137
ENSRNOG00000015953;Oaz2
ENSRNOG00000024239;Fam89b
ENSRNOG00000019282;Ubqln1
ENSRNOG00000004763;Sirpa
ENSRNOG00000029077;Dpm3
ENSRNOG00000010834;Mpped1
ENSRNOG00000038902;RGD1565641
ENSRNOG00000021245;RGD1311739
ENSRNOG00000004401;Mrpl13
ENSRNOG00000001506;Tmem35a
ENSRNOG00000001430;Polr2j
ENSRNOG00000013162;Zcchc12
ENSRNOG00000007518;Nckap1
ENSRNOG00000001492;Slc8a2
ENSRNOG00000016558;Pllp
ENSRNOG00000010474;Hmces
ENSRNOG00000020277;Cntnap1
ENSRNOG00000023861;Snap91
ENSRNOG00000000693;Svop
ENSRNOG00000018456;LOC498750
ENSRNOG00000026636;Urm1
ENSRNOG00000036798;Dusp3
ENSRNOG00000003209;Pcp4l1
ENSRNOG00000015128;Sae1
ENSRNOG00000012379;Wdr18
ENSRNOG00000023520;Cs
ENSRNOG00000020771;RGD1561590
ENSRNOG00000017838;Gmcl1
ENSRNOG00000001053;Tmed2
ENSRNOG00000012650;Mrpl3
ENSRNOG00000017560;Mdk
ENSRNOG00000008203;Synpr
ENSRNOG00000000923;Cct6a
ENSRNOG00000054489;AABR07042821.1
ENSRNOG00000011501;Atp1b3
ENSRNOG00000014785;Ykt6
ENSRNOG00000015913;Tspan5
ENSRNOG00000007234;Cyp51
ENSRNOG00000013110;Nudt2
ENSRNOG00000004291;Cltc
ENSRNOG00000000033;Tmcc2
ENSRNOG00000025570;Os9
ENSRNOG00000008615;Mal2
ENSRNOG00000048213;AABR07039304.1
ENSRNOG00000000520;Srsf3
ENSRNOG00000026742;Ypel5
ENSRNOG00000022586;Cdk9
ENSRNOG00000016001;Chmp1a
ENSRNOG00000011140;Prxl2a
ENSRNOG00000014303;Lrp11
ENSRNOG00000061425;Cox14
ENSRNOG00000018553;Pitpnm1
ENSRNOG00000025625;Rnase4
ENSRNOG00000020527;Drap1
ENSRNOG00000023993;Kif1a
ENSRNOG00000018823;Nisch
ENSRNOG00000059381;Mrps6
ENSRNOG00000011283;Sdhaf3
ENSRNOG00000003224;Nudt16l1
ENSRNOG00000019266;Tmem223
ENSRNOG00000024497;U2af1l4
ENSRNOG00000009281;Commd1
ENSRNOG00000009252;Poldip2
ENSRNOG00000002028;Tmem50b
ENSRNOG00000033280;Pam
ENSRNOG00000002827;Rbfox1
ENSRNOG00000007801;R3hdm2
ENSRNOG00000017914;Cavin3
ENSRNOG00000019802;Zfp428
ENSRNOG00000009948;Pip4p1
ENSRNOG00000001172;Rnf10
ENSRNOG00000010218;NEWGENE_619861
ENSRNOG00000016863;Pnma8b
ENSRNOG00000006130;Rab5b
ENSRNOG00000026884;Snx17
ENSRNOG00000000851;Bag6
ENSRNOG00000018445;Agt
ENSRNOG00000010668;Anxa6
ENSRNOG00000019041;Psme1
ENSRNOG00000009811;Cnih1
ENSRNOG00000042274;Fbxo31
ENSRNOG00000030920;Rtn4r
ENSRNOG00000017467;Rab4a
ENSRNOG00000001829;Ube2v2
ENSRNOG00000000786;Rpp21
ENSRNOG00000015749;Nme3
ENSRNOG00000003890;Nap1l1
ENSRNOG00000043094;Oxct1
ENSRNOG00000003980;Ttc1
ENSRNOG00000003234;Mgrn1
ENSRNOG00000014405;Aprt
ENSRNOG00000009896;Tmem199
ENSRNOG00000011523;H2afy
ENSRNOG00000055530;Panx2
ENSRNOG00000054008;Scamp5
ENSRNOG00000051720;Nudc
ENSRNOG00000007989;Chst1
ENSRNOG00000004781;Crmp1
ENSRNOG00000036852;Pcbp2
ENSRNOG00000012940;Vps41
ENSRNOG00000008790;Gdap1l1
ENSRNOG00000018242;Camkk1
ENSRNOG00000016619;Use1
ENSRNOG00000054172;Ctnnb1
ENSRNOG00000007237;Id2
ENSRNOG00000020480;Fads1
ENSRNOG00000017097;Lhpp
ENSRNOG00000005504;Pkp4
ENSRNOG00000008703;Rnps1
ENSRNOG00000007051;Rraga
ENSRNOG00000042419;Acyp2
ENSRNOG00000021828;Coro1b
ENSRNOG00000004805;Stac2
ENSRNOG00000012738;Eif3m
ENSRNOG00000003741;Nptx1
ENSRNOG00000020249;P4htm
ENSRNOG00000028498;Wdr1
ENSRNOG00000019383;Tef
ENSRNOG00000051344;Psme3
ENSRNOG00000012760;Chtop
ENSRNOG00000042458;AABR07046707.1
ENSRNOG00000027300;Ttc7b
ENSRNOG00000020315;Taf13
ENSRNOG00000009992;Rabggtb
