"geneID","gene.name","mean.fpkm","fdr.Hem","fdr.Tr","fdr.Int","fold.lefts","fold.rights","fold.within.OHDHA","fold.within.LDOPA","fold.treatment","fold.hemisphere"
"ENSRNOG00000017556","Chrm4",4.32035374615559,0.858228885302563,0.0374676203837839,0.999999999999993,0.394181846314148,0.573781608774603,0.138959468943283,0.0406402935171721,0.96796345508875,0.0983191754261128
"ENSRNOG00000018122","Tspan17",6.75191530734306,0.823515469547758,0.0331063352276494,0.999999999999993,0.21800624426964,0.19600307131251,0.0231887877803727,0.0451919607375029,0.414009315582151,0.0683807485178765
"ENSRNOG00000018646","Hbegf",1.94147410302916,0.90847619277095,0.0174617080934466,0.999999999999993,0.447958049351932,0.526962129072858,0.0659126896206537,0.0130913901002723,0.97492017842479,0.0528212995203812
"ENSRNOG00000018895","Mchr1",4.02515377288897,0.968777195614138,0.0104085249563057,0.999999999999993,0.468056485214879,0.608102861647945,0.0799887187398349,0.060057657693231,1.07615934686282,0.0199310610466039
"ENSRNOG00000019009","Arrdc2",3.34497282379725,0.958360931779215,0.0331063352276494,0.999999999999993,0.870909713364119,0.9862198484109,0.0308622932116407,0.0844478418351406,1.85712956177502,0.0535855486235004
"ENSRNOG00000019018","Plat",4.26181973834724,0.823515469547758,0.0279939745463144,0.999999999999993,0.490772063366947,0.641691022636471,0.33020602984576,0.179287070576236,1.13246308600342,0.509493100421995
"ENSRNOG00000020061","Tmem198",4.99144931673319,0.84114141757421,0.0492096305830952,0.999999999999993,0.236604432937239,0.33186580996087,0.0821333408539555,0.0131280361696762,0.568470242898108,0.0690053046842802
"ENSRNOG00000020811","Il6r",2.00254276744475,0.823515469547758,0.0121478947583457,0.999999999999993,0.460472107230248,0.71148050920606,0.226024631844914,0.0249837701308984,1.17195261643631,0.201040861714015
"ENSRNOG00000021750","Id1",5.39208439729131,0.823515469547758,0.0354184708796137,0.999999999999993,0.397698798424679,0.476615592334729,0.143289756651098,0.0643729627410474,0.874314390759409,0.207662719392145
"ENSRNOG00000025142","Mex3b",2.86874663420342,0.892693052213828,0.0279939745463144,0.999999999999993,0.486923517595011,0.543313261082672,0.00772806350099797,0.064117806988659,1.03023677867768,0.071845870489657
"ENSRNOG00000025476","Tmem252",1.50581524894497,0.990462771207773,0.00538199942668888,0.999999999999993,1.48557506617399,1.53824873996449,0.0181358999349092,0.0345377738555928,3.02382380613848,0.0164018739206839
"ENSRNOG00000025895","Cavin2",2.45022240560502,0.823515469547758,0.00538199942668888,0.999999999999993,0.467053354308093,0.559917026765974,0.0782088373141008,0.171072509771982,1.02697038107407,0.249281347086083
"ENSRNOG00000026742","Ypel5",6.23061520695452,0.823515469547758,0.0279939745463144,0.999999999999993,0.130020334164257,0.0613172989192394,0.000722220900105874,0.0679808143449119,0.191337633083496,0.0672585934448069
"ENSRNOG00000027024","Rgs16",2.76917393523339,0.830014353888686,0.0492096305830952,0.999999999999993,0.426359945970902,0.47608522531655,0.0860343462190087,0.0363090668733608,0.902445171287453,0.12234341309237
"ENSRNOG00000028946","Cdc42ep4",5.15485242926402,0.84114141757421,0.0279939745463144,0.999999999999993,0.285043414225248,0.434972248764165,0.114866132102847,0.0350627024360701,0.720015662989413,0.0798034296667769
"ENSRNOG00000031420","Hyal2",3.99279448977014,0.823515469547758,0.0279939745463144,0.999999999999993,0.723676529995084,0.729538719293982,0.152245780514291,0.158107969813188,1.45321524928907,0.31035375032748
"ENSRNOG00000039464","Tmem229a",4.02742131311354,0.823515469547758,0.0353864243073703,0.999999999999993,0.337151906849666,0.268753497528149,0.104990463534338,0.0365920542128202,0.605905404377815,0.141582517747159
"ENSRNOG00000043113","Fam43b",4.85826738060967,0.823515469547758,0.016363207415348,0.999999999999993,0.376629659002014,0.471043905688196,0.150669355553805,0.0562551088676226,0.847673564690211,0.206924464421427
"ENSRNOG00000048831","Sowahc",1.25589626886885,0.824901854010296,0.0227847982418235,0.999999999999993,0.301901369246738,0.270072153954939,0.0223682845662727,0.0541974998580719,0.571973523201676,0.0765657844243446
"ENSRNOG00000056457","Gpd1",5.91950511458508,0.991589480958897,0.00816333685794348,0.999999999999993,1.09427456469506,1.02751751115749,0.0278981090349522,0.0388589445026115,2.12179207585255,0.0109608354676585
"ENSRNOG00000057078","Ddit4",5.90276355916726,0.937270674375108,0.0470254094561122,0.999999999999993,0.868902792367239,0.905613263416623,0.0578719387671534,0.0211614677177696,1.77451605578386,0.079033406484923
"ENSRNOG00000058186","Errfi1",3.85071897364522,0.884118298007971,0.00903952569857927,0.999999999999993,0.68481814389387,0.553773600590584,0.0265051287973255,0.10453941450596,1.23859174448446,0.0780342857086351
